"","StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q43_First.Click","Q43_Last.Click","Q43_Page.Submit","Q43_Click.Count","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","timing_First.Click","timing_Last.Click","timing_Page.Submit","timing_Click.Count","timing_First.Click.1","timing_Last.Click.1","timing_Page.Submit.1","timing_Click.Count.1","timing_First.Click.2","timing_Last.Click.2","timing_Page.Submit.2","timing_Click.Count.2","timing_First.Click.3","timing_Last.Click.3","timing_Page.Submit.3","timing_Click.Count.3","timing_First.Click.4","timing_Last.Click.4","timing_Page.Submit.4","timing_Click.Count.4","bird_t_First.Click","bird_t_Last.Click","bird_t_Page.Submit","bird_t_Click.Count","aut_t_First.Click","aut_t_Last.Click","aut_t_Page.Submit","aut_t_Click.Count","vax2_Vax1_1","vax2_Vax1_2","vax2_Vax1_3","vax2_Vax1_4","vax2_Vax1_5","vax2_Vax1_6","vax2_Vax1_check","vax2_Vax1_33","vax2_Vax1_34","vax2_Vax1_35","vax2_Vax1_36","conseq2R_Consequ2R_1","conseq2R_Consequ2R_2","conseq2R_Consequ2R_3","conseq2R_Consequ2R_4","conseq2R_Consequ2R_5","conseq2R_Consequ2R_check","Euth2R_Euthanasia2R_1","Euth2R_Euthanasia2R_2","Euth2R_Euthanasia2R_3","Euth2R_Euthanasia2R_4","Euth2R_Euthanasia2R_5","Euth2R_Euthanasia2R_check","Abort2R_Abortion2R_1","Abort2R_Abortion2R_2","Abort2R_Abortion2R_3","Abort2R_Abortion2R_4","Abort2R_Abortion2R_5","Abort2R_Abortion2R_check","parent","num_child","oldest","youngest","hope_par","flu","flu2","flu3","flu4","delay","refuse","exemption","Attention","Any.commen","SC1","SC2","SC3","SC4","workerId","assignmentId","hitId","study_time","payment","condition"
"404","2018-03-22 11:02:48","2018-03-22 11:10:26","0","835334bd8737dfdc","100","458","1","2018-03-22 11:10:26","R_WrGGcjXrs1D5cat","","","","",44.64,-68.74,"anonymous","EN","0","0","9.518","0","0","0","3.831","0","","","","","","","","","","","","","","","","","","","","","0","0","50.09","0","","","","","1","6","6","1","6","1","5","6","3","6","1","6","5","3","4","4","2","5","1","6","2","5","5","3","1","3","6","2","3","1","1","14","","","1","1","1","1","1","1","0","1","I just wanted to clarify the immunizations questions. The only delay we did was the MMR, but my daughter received all of her vaccines. The new one for HPV called Guardisil we chose to not do.","4","18","13","27","13ff25ea868d3280","33FOTY3KEML5SDQ422LIFDWWNKOC1E","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"405","2018-03-22 11:06:01","2018-03-22 11:10:43","0","f25800b256f17fa2","100","281","1","2018-03-22 11:10:43","R_33kbsUjGrUjjdQv","","","","",45.66,-108.38,"anonymous","EN","0","0","7.294","0","0","0","3.483","0","","","","","","","","","","","","","","","","","","","","","0","0","37.692","0","","","","","3","4","2","3","2","4","5","2","6","3","3","2","3","3","4","2","2","6","2","6","1","6","5","2","1","5","6","4","3","0","","","","0","0","0","","","","","","1","survey was fine even though the questions were hard.","4","14","12","29","2559b8ac05be0977","336KAV9KYQSPK195HY3LHNYKIEKY2P","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"406","2018-03-22 11:04:21","2018-03-22 11:11:16","0","e4ab97c5c9d7a3f4","100","414","1","2018-03-22 11:11:16","R_2amk8JSI4u2PC2t","","","","",21.41,-157.9,"anonymous","EN","0","0","7.114","0","0","0","4.492","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","64.132","0","1","6","6","1","5","1","5","6","3","6","1","4","4","3","3","4","2","6","1","6","2","6","5","1","1","1","6","5","3","0","","","","0","0","1","","","","","","1","no","4","18","6","29","5ed2764f789bbf03","3PW9OPU9PQKSUVY259WC30NABTB21V","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"407","2018-03-22 11:06:42","2018-03-22 11:11:35","0","6b372913b0838eb1","100","293","1","2018-03-22 11:11:35","R_25zlvYCoipStV9n","","","","",44.12,-103.2,"anonymous","EN","0","0","6.784","0","0","0","3.902","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","106.617","0","1","6","6","1","5","2","5","6","1","5","1","4","4","2","5","2","2","6","1","6","1","6","5","1","1","1","6","5","3","1","1","11","","","1","1","1","1","0","0","0","1","Thank you.","4","13","6","30","525c1c67a61242b4","3AMYWKA6YBM18OO4YD6Q59HUK9O6O4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"408","2018-03-22 11:03:29","2018-03-22 11:11:44","0","569059067fb916dc","100","494","1","2018-03-22 11:11:45","R_2SjWsEdTicpSfxJ","","","","",32.92,-96.98,"anonymous","EN","0","0","7.266","0","0","0","5.083","0","","","","","","","","","","","","","","","","","","","","","0","0","75.054","0","","","","","3","4","5","4","5","4","5","6","4","6","1","6","3","4","3","4","2","4","4","6","4","4","5","3","4","5","4","2","3","1","2","11","8","","1","1","1","1","0","0","0","1","","4","22","20","20","79039e3643f1de42","3NL0RFNU0FN43AZBHXLI1UG74D74KW","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"409","2018-03-22 11:05:24","2018-03-22 11:11:51","0","b786bbd6fc992e90","100","387","1","2018-03-22 11:11:52","R_1FrLpZJ012hJ6qL","","","","",32.3,-90.18,"anonymous","EN","0","0","9.254","0","0","0","29.512","0","0","0","9.634","0","0","0","25.653","0","1.549","1.549","8.019","1","1.282","1.282","41.855","1","0","0","15.336","0","","","","","","","","","1","6","6","1","6","6","5","6","1","6","1","5","6","6","3","6","2","4","3","5","3","4","5","6","6","6","1","1","3","1","2","5","2","","0","0","1","1","0","0","0","1","none","4","22","30","21","7c432a41a75a92c7","3OUYGIZWR7YOFDEQBO3OL8CTHBXP02","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"410","2018-03-22 11:06:52","2018-03-22 11:11:56","0","57526319432a4bc8","100","303","1","2018-03-22 11:11:56","R_2dQrsJKTziDWS2u","","","","",41.73,-87.83,"anonymous","EN","0.99","0.99","6.365","1","0","0","3.049","0","","","","","","","","","","","","","","","","","","","","","","","","","1.247","14.863","21.376","6","4","5","5","4","4","3","5","4","6","5","4","3","4","4","5","4","2","4","5","3","4","4","5","3","3","6","4","5","3","1","1","5","","","1","1","1","1","0","0","1","1","This was a very interesting study and it touched on a very good topic ","4","16","17","16","fceaeae5ab94b975","3FE2ERCCZX89IU69D95ZB98BFEDPOS","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"411","2018-03-22 11:08:13","2018-03-22 11:12:05","0","ec19b5702182e560","100","232","1","2018-03-22 11:12:05","R_2OZ1lcDXtxWIuW0","","","","",36.32,-82.32,"anonymous","EN","0","0","7.294","0","0","0","4.54","0","","","","","","","","","","","","","","","","","","","","","","","","","33.89","33.89","42.439","1","1","6","6","1","6","1","5","6","1","6","1","4","3","5","2","4","2","6","1","6","1","6","5","1","1","1","5","5","3","1","2","35","2","","0","1","1","1","0","0","0","1","no","4","22","7","30","3467fbace76168b3","3X3OR7WPZZ0G6H4VE0NWX69RVZ98LB","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"412","2018-03-22 11:06:34","2018-03-22 11:12:16","0","95bb4910bdf11738","100","341","1","2018-03-22 11:12:17","R_3CNOfwZQ7J8vyuy","","","","",26.12,-80.14,"anonymous","EN","0","0","55.983","0","0","0","5.99","0","17.296","19.075","19.989","2","1.574","3.168","5.558","2","0","0","6.983","0","25.255","25.255","57.988","1","0","0","36.992","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","4","1","2","1","3","2","6","1","6","2","6","5","3","2","3","4","4","3","0","","","","3","0","0","","","","","","1","","4","21","14","29","efa046a0b86d96b5","34S9DKFK73PL9NYY3H159B1IT9BNY5","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"413","2018-03-22 11:08:06","2018-03-22 11:12:29","0","8463ca53e6a8e54c","100","263","1","2018-03-22 11:12:30","R_1i8SZeDoAJ8XQE5","","","","",41.7,-73.92,"anonymous","EN","0","0","7.203","0","0","0","3.873","0","","","","","","","","","","","","","","","","","","","","","","","","","41.071","41.071","42.321","1","6","6","6","1","6","1","5","6","2","6","1","6","4","3","3","4","2","4","3","4","2","4","5","1","1","1","6","6","2","1","2","9","6","","0","0","1","1","0","0","0","1","","3","20","5","21","58a847f08f89c1fa","3TY7ZAOG5FKN4MHAYWYGPRQUN1SK0X","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"414","2018-03-22 11:07:58","2018-03-22 11:12:35","0","e195d4ecd7cfbb33","100","277","1","2018-03-22 11:12:35","R_2VCNLucs6M61WjP","","","","",34.07,-118.31,"anonymous","EN","20.347","20.347","27.596","1","0","0","3.452","0","","","","","","","","","","","","","","","","","","","","","0","0","35.259","0","","","","","1","6","6","1","6","1","5","6","1","6","1","3","3","5","4","4","2","6","1","6","2","6","5","1","1","1","6","6","2","0","","","","3","0","0","","","","","","1","None","3","19","5","29","579337d2f36f5f9e","38JBBYETQOA1HA71LBAF3Z32KGCE4N","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"415","2018-03-22 11:08:45","2018-03-22 11:13:11","0","fb13c52359722beb","100","265","1","2018-03-22 11:13:11","R_300tJ5ZZTlzbjTt","","","","",41.94,-87.66,"anonymous","EN","0","0","12.264","0","0","0","3.603","0","","","","","","","","","","","","","","","","","","","","","0","0","37.971","0","","","","","1","6","6","1","6","1","5","6","1","6","1","4","1","4","2","4","2","5","2","6","2","6","5","3","1","3","4","4","3","1","1","15","","","1","1","1","1","0","0","0","1","Thank you and good luck with your study!","4","23","13","27","df850d7bc7ec3224","3J88R45B2GYWC3K1E0SVUMZ4RIJPXY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"416","2018-03-22 11:00:47","2018-03-22 11:13:17","0","38d72abd00a7f9fd","100","749","1","2018-03-22 11:13:17","R_2cegw2wakWTR1Ye","","","","",-6.17,106.83,"anonymous","EN","0","0","275.253","0","0","0","67.898","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","40.468","0","6","1","1","6","1","6","5","1","6","1","6","6","6","4","3","4","2","6","6","6","4","3","5","3","6","6","3","4","3","1","1","5","","","0","0","0","0","1","1","3","1","","4","19","22","19","d3c3654945156fe4","3PMBY0YE273NHITZ6F0BUJEFLWBC9M","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"417","2018-03-22 11:10:03","2018-03-22 11:13:35","0","0c52dea9f8f35998","100","212","1","2018-03-22 11:13:36","R_1JQ58JbOzhAwsJK","","","","",25.77,-80.19,"anonymous","EN","0","0","8.598","0","0","0","3.362","0","0","0","11.298","0","0","0","7.978","0","0","0","6.724","0","0","0","21.974","0","0","0","6.844","0","","","","","","","","","2","6","6","2","5","3","5","6","5","6","1","6","2","5","4","5","2","6","1","6","3","6","5","2","1","1","6","6","3","1","3","27","16","","0","0","0","0","0","0","0","1","","4","24","6","28","345bb22660d39654","3WEV0KO0OMSFRPVCFHVDVK1NYKEDS0","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"418","2018-03-22 11:10:36","2018-03-22 11:14:25","0","fff566f7d69721ba","100","228","1","2018-03-22 11:14:25","R_CaAJRzSnUkDADuN","","","","",41.89,-80.62,"anonymous","EN","0","0","6.036","0","0","0","3.582","0","","","","","","","","","","","","","","","","","","","","","0","0","47.879","0","","","","","5","4","4","3","2","5","5","4","5","2","3","4","5","3","5","4","2","2","5","4","5","2","5","6","6","6","1","1","3","1","1","11","","","0","0","0","0","0","0","0","1","","4","15","30","12","00eb24647be1d703","3XLBSAQ9Z4CWBSGGJWMZRLOUZOBZ7Y","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"419","2018-03-22 11:08:46","2018-03-22 11:16:58","0","72f35192fa0ecf76","100","491","1","2018-03-22 11:16:58","R_2EsdswsSsL6j2lk","","","","",40.62,-75.54,"anonymous","EN","3.881","4.447","5.762","2","0","0","2.858","0","1.968","10.036","14.272","2","2.22","10.422","11.123","2","0","0","6.872","0","266.267","266.267","299.071","1","0","0","11.846","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","6","1","3","1","4","2","6","1","6","6","6","5","1","1","1","6","6","2","0","","","","3","0","0","","","","","","1","","3","25","5","25","3140ce73bdead961","3PDJHANYK5GRG72HU0B0L0KT8N9H6Q","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"420","2018-03-22 11:11:32","2018-03-22 11:17:07","0","0af46005690d75e3","100","334","1","2018-03-22 11:17:07","R_3qanNemyWKDRozr","","","","",41.6,-83.56,"anonymous","EN","0","0","9.277","0","0","0","8.746","0","","","","","","","","","","","","","","","","","","","","","0","0","61.449","0","","","","","1","6","6","1","6","1","5","6","1","6","1","5","5","4","4","4","2","5","2","5","2","5","5","3","2","2","5","4","3","1","2","6","4","","1","1","1","1","0","0","0","1","","4","18","12","25","63794d4c8c8c5cd6","3OLQQLKKNSPRKSQMOIXJ91SL2D3EJF","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"421","2018-03-22 11:11:03","2018-03-22 11:17:37","0","c1257b251bd946c4","100","393","1","2018-03-22 11:17:37","R_USWJbYb83SZTmgh","","","","",43.19,-70.91,"anonymous","EN","0","0","13.718","0","0","0","4.323","0","0","0","7.882","0","0","0","4.723","0","0","0","11.661","0","0","0","42.137","0","0","0","14.941","0","","","","","","","","","3","4","4","4","3","2","5","4","4","4","3","3","5","4","2","3","2","5","2","5","2","5","5","3","4","4","3","4","3","0","","","","0","0","0","","","","","","1","Thank you.","4","17","18","25","224d2c296bab97ec","3AWETUDC92ST0CXC2NQWIAE3D4MZIT","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"422","2018-03-22 11:07:31","2018-03-22 11:17:59","0","bd89fe9b909891ff","100","628","1","2018-03-22 11:18:00","R_BPPG25Q1YRy3MA1","","","","",44.05,-123.22,"anonymous","EN","7.973","25.099","25.98","19","8.151","17.529","18.52","14","1.934","35.471","38.035","11","1.332","24.804","26.569","30","1.365","10.197","20.794","9","9.994","92.769","93.852","19","17.179","42.746","43.514","25","","","","","","","","","5","4","3","5","4","5","5","3","5","3","3","6","5","5","3","4","2","6","1","6","3","6","5","2","1","2","6","4","2","0","","","","1","0","0","","","","","","1","Thanks a lot!","3","21","9","28","f914ec83f4a48ee9","3YGXWBAF70HMKCNNPK4KDB3ZZ4ZC4S","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"423","2018-03-22 11:14:13","2018-03-22 11:18:07","0","0c3760de5304f8e0","100","233","1","2018-03-22 11:18:07","R_2zAQIAHqGs12X70","","","","",42.21,-83.62,"anonymous","EN","0","0","6.393","0","0","0","3.203","0","7.282","7.506","9.239","2","3.755","3.972","5.703","2","2.868","3.346","5.274","2","18.714","20.552","21.674","2","6.7","6.964","9.364","2","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","5","5","4","2","5","2","5","2","5","3","5","5","4","4","4","4","2","3","1","2","2","0.75","","1","1","1","1","0","0","0","1","","4","21","20","24","e9251727d5a9b6c8","3WMOAN2SRBX45T3TY6EL2CXOBSBNVY","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"424","2018-03-22 11:15:37","2018-03-22 11:18:48","0","b2ca0c7df31ecd41","100","190","1","2018-03-22 11:18:48","R_1IjcKBF7hH6cSoq","","","","",42.16,-88.33,"anonymous","EN","0","0","6.496","0","0","0","3.808","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","46.535","0","1","6","6","1","6","1","5","6","1","6","1","4","5","4","4","4","2","4","3","5","4","3","5","6","6","6","1","1","3","0","","","","0","0","0","","","","","","1","","4","17","30","19","1b1d664a5cf255fa","3RKNTXVS3MYYRXQP568T7GDBZ1GA4Q","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"425","2018-03-22 11:15:44","2018-03-22 11:19:11","0","4da9b824f159dfa0","100","207","1","2018-03-22 11:19:12","R_3iJU1L5fohNitWl","","","","",43.45,-76.4,"anonymous","EN","0","0","7.528","0","0","0","4.54","0","","","","","","","","","","","","","","","","","","","","","0","0","46.754","0","","","","","5","5","5","2","5","2","5","5","2","5","2","5","2","5","2","5","2","5","2","2","2","5","5","2","2","2","5","5","3","0","","","","1","0","0","","","","","","1","","4","25","10","22","78e4798d0ee8475d","3A4TN5196KIGWOBI4RO370C349NHCL","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"426","2018-03-22 11:15:25","2018-03-22 11:19:42","0","e595026adaa6b7c8","100","256","1","2018-03-22 11:19:43","R_2flhrRQYTBL1sCA","","","","",37.98,-120.39,"anonymous","EN","99.927","108.127","109.27","2","0","0","3.384","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","22.825","0","1","6","6","1","6","1","5","6","1","6","1","4","2","1","3","3","2","6","1","5","1","6","5","1","1","1","6","6","3","0","","","","0","0","0","","","","","","1","no","4","17","5","29","7b77e2e18291299f","3DHE4R9OCWBPYAO5NSHFANRGDIN2GO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"427","2018-03-22 11:16:20","2018-03-22 11:19:49","0","473c3711afdb8991","100","209","1","2018-03-22 11:19:49","R_2dfLsGpxU1YcH20","","","","",42.73,-71.5,"anonymous","EN","0","0","6.065","0","0","0","3.261","0","0","0","6.766","0","0","0","4.055","0","0","0","4.128","0","0","0","20.383","0","0","0","6.318","0","","","","","","","","","2","5","5","2","2","2","5","5","2","5","2","5","4","4","3","4","2","3","4","3","4","3","5","5","4","4","3","2","3","1","3","6","2","","1","1","1","1","0","0","0","1","none","4","20","22","15","a0d75787fa0bace5","35H6S234SA0F0EIMTYARW3H33EE56T","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"428","2018-03-22 11:11:14","2018-03-22 11:21:34","0","8889c8069a49c58f","100","619","1","2018-03-22 11:21:34","R_1EYY3C25yIdhSql","","","","",38.9,-77.03,"anonymous","EN","1.978","5.968","6.675","6","1.531","2.77","5.318","4","","","","","","","","","","","","","","","","","","","","","3.899","112.795","113.611","16","","","","","1","6","6","1","6","1","5","6","2","6","1","5","2","5","2","5","2","5","2","3","4","5","5","2","1","1","5","5","3","1","3","8","3","","1","1","1","1","0","0","0","1","thanks!","4","25","8","21","af542268f03f708b","3OLF68YTN918PDNEPN4CYKA2ORMAFB","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"429","2018-03-22 11:18:22","2018-03-22 11:22:28","0","6b17d8c9a66e655b","100","246","1","2018-03-22 11:22:28","R_2xXjYyGtwjKhImh","","","","",36.51,-84.47,"anonymous","EN","0","0","7.119","0","7.619","8.603","9.632","2","","","","","","","","","","","","","","","","","","","","","2.284","34.396","36.09","21","","","","","3","6","5","1","3","1","5","6","1","6","1","5","5","4","6","3","2","6","2","6","1","4","5","4","6","6","3","1","3","1","4","9","3","","0","1","0","1","0","0","0","1","","4","15","26","27","4915722fc48e2e1c","382M9COHEHF0Y81G0H1XG31WJT2UES","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"430","2018-03-22 11:18:38","2018-03-22 11:22:40","0","c18265b3f6cae60a","100","242","1","2018-03-22 11:22:41","R_30xclvrlLgPNNia","","","","",28.22,-82.66,"anonymous","EN","0","0","59.464","0","0","0","3.17","0","0","0","5.508","0","0","0","4.828","0","0","0","5.678","0","0","0","18.228","0","0","0","6.06","0","","","","","","","","","2","5","5","2","3","2","5","5","6","4","1","5","3","4","2","4","2","5","3","5","4","4","5","3","2","3","3","3","3","0","","","","3","0","0","","","","","","1","","4","22","16","21","b7ff8b75b3892740","3DH6GAKTYYPFQCCH65CZ4Y8R3N7ZYM","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"431","2018-03-22 11:19:09","2018-03-22 11:23:05","0","f5cb0fc3c2532e53","100","236","1","2018-03-22 11:23:06","R_2VO3oAylChFNYSC","","","","",36.1,-115.38,"anonymous","EN","0","0","6.952","0","0","0","3.906","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","21.688","0","1","6","6","1","6","1","5","6","1","6","1","6","1","6","3","4","2","1","6","1","1","1","5","1","1","1","6","6","3","0","","","","3","0","0","","","","","","1","Had a change of thought on the euthanasia questions after seeing the abortion questions.","4","26","5","10","5c2e985479dcbad0","36PW28KO4ZWGJZNIUCK6G2P2CQBEA1","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
"432","2018-03-22 11:04:24","2018-03-22 11:23:28","0","a48547b260bb9a01","100","1143","1","2018-03-22 11:23:28","R_1OZtRn18AQy9hop","","","","",33.56,-84.45,"anonymous","EN","0","0","16.353","0","0","0","3.382","0","15.73","17.364","20.209","2","0","0","20.708","0","0","0","65.348","0","81.86","81.86","81.873","1","0","0","20.038","0","","","","","","","","","1","6","6","1","6","1","5","6","1","6","1","5","4","4","5","5","2","5","3","5","4","4","5","1","1","1","6","6","3","0","","","","2","1","1","","","","","","1","","4","19","5","21","ec7702eb0c51167d","3WAKVUDHUWGFPTM6D9NRAT9FX6V7UG","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"433","2018-03-22 11:20:27","2018-03-22 11:24:01","0","3d20ce0b17c46054","100","214","1","2018-03-22 11:24:01","R_2tqVeC2NhkbhV1k","","","","",33.75,-84.39,"anonymous","EN","0","0","22.91","0","0","0","4.066","0","","","","","","","","","","","","","","","","","","","","","0","0","17.07","0","","","","","1","6","6","1","5","1","5","6","2","5","2","5","5","4","5","5","2","2","5","2","5","2","5","2","5","5","2","2","3","0","","","","2","1","1","","","","","","1","","4","18","22","10","f0b09cb0b08c0c8f","3OSWBBLG1EXNN6HB9R10USIFDZCDX4","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"434","2018-03-22 11:17:22","2018-03-22 11:24:17","0","0664e36b373ed9df","100","415","1","2018-03-22 11:24:18","R_1OQgeYjd3ZEV0vn","","","","",33.03,-96.81,"anonymous","EN","0","0","8.839","0","0","0","4.286","0","0","0","27.934","0","0","0","15.895","0","0","0","13.778","0","0","0","37.463","0","0","0","17.69","0","","","","","","","","","1","6","6","1","5","4","5","6","2","6","1","4","5","3","3","3","2","6","1","5","1","6","5","2","1","3","6","3","3","0","","","","1","0","1","","","","","","1","","4","16","11","29","f0db5d0c32ebc2ad","3HUTX6F6VUNDQN53BBUNFW0I44OO27","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","cdc_danger"
"435","2018-03-22 11:17:51","2018-03-22 11:24:19","0","2a60aa38ee8d6542","100","387","1","2018-03-22 11:24:19","R_2YVMDwwVWNxvq64","","","","",37.27,-80.43,"anonymous","EN","0","0","6.794","0","0","0","5.423","0","","","","","","","","","","","","","","","","","","","","","0","0","57.74","0","","","","","4","4","4","3","4","3","5","4","4","4","3","5","4","5","4","4","2","4","4","4","4","4","5","4","3","4","4","3","3","1","3","34","22","","0","0","0","0","0","0","0","1","","4","20","18","18","744827ea6f6d28a4","3GM6G9ZBKNXJAJE4HAZ6OFK39HMTMP","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","bird"
"436","2018-03-22 11:20:20","2018-03-22 11:26:41","0","cd619eedb2f4361a","100","380","1","2018-03-22 11:26:41","R_1gwkJ1KIFXKw34c","","","","",40.74,-73.98,"anonymous","EN","0","0","6.203","0","0","0","3.24","0","","","","","","","","","","","","","","","","","","","","","","","","","0","0","52.703","0","6","6","6","1","6","1","5","6","4","6","1","5","1","2","4","4","2","6","1","6","1","6","5","1","1","1","5","5","3","1","3","4","2","","0","1","1","1","0","0","0","1","I have a friend who does not vaccinate her children and gave me tons of research on the subject. One of her daughters is autistic and she is convinced it came from the vaccine. These diseases exist in other parts of the world and can spread here especially in communities where children are not vaccinated. I personally believe as a mother of 3 young children and a citizen, being part of a community means protecting that community and children should be vaccinated. ","4","20","7","30","dea36b5b640fdd25","3LUY3GC63Z02XOEAWNOX0NMGPP77PO","3DGDV62G7O9SP3JA0920GCALCN62P0","8","$1.10","autism"
